latitude,longitude,name
33.25463,-117.29925,133
33.25469,-117.29918,134
33.25455,-117.29769,135
33.25453,-117.29685,136
33.25466,-117.29601,137
33.2549,-117.29541,138
33.25551,-117.29415,139
33.25578,-117.29336,140
33.25597,-117.29236,141
33.25604,-117.29146,142
33.25603,-117.29071,143
33.25592,-117.28985,144
33.25575,-117.28904,145
33.25523,-117.2873,146
33.25516,-117.28686,147
33.25517,-117.28649,148
33.25525,-117.28616,149
33.2583,-117.27716,150
33.25904,-117.27356,151
33.25919,-117.27276,152
33.25929,-117.27186,153
33.25933,-117.27094,154
33.25928,-117.27017,155
33.25915,-117.26885,156
33.25917,-117.2682,157
33.25925,-117.26769,158
33.2594,-117.26715,159
33.25975,-117.26619,160
33.25989,-117.26565,161
33.25999,-117.26509,162
33.26005,-117.2642,163
33.26014,-117.26406,164
33.26038,-117.26399,165
33.26116,-117.26373,166
33.2621,-117.26358,167
33.26258,-117.26348,168
33.26308,-117.26325,169
33.26452,-117.26269,170
33.26484,-117.26252,171
33.26527,-117.26224,172
33.26546,-117.26216,173
33.26564,-117.26214,174
33.26683,-117.26232,175
33.26704,-117.26239,176
33.26751,-117.26267,177
33.2679,-117.26281,178
33.26818,-117.26282,179
33.2686,-117.26281,180
33.26884,-117.26288,181
33.26908,-117.26303,182
33.26936,-117.26324,183
33.26987,-117.26349,184
33.27023,-117.2637,185
33.27089,-117.26416,186
33.2712,-117.26438,187
33.27152,-117.26448,188
33.27204,-117.26456,189
33.2723,-117.26465,190
33.27256,-117.2648,191
33.27277,-117.26501,192
33.27348,-117.26601,193
33.27362,-117.26614,194
33.27399,-117.26622,195
33.27465,-117.26634,196
33.27491,-117.26645,197
33.27506,-117.26659,198
33.27522,-117.2668,199
33.2753,-117.26698,200
33.27539,-117.26759,201
33.27547,-117.26783,202
33.27567,-117.26814,203
33.27617,-117.26872,204
33.27663,-117.26929,205
33.27733,-117.27013,206
33.2777,-117.27056,207
33.27783,-117.27066,208
33.27803,-117.2707,209
33.27966,-117.27068,210
33.2802,-117.27071,211
33.28258,-117.27071,212
33.2841,-117.27072,213
33.28519,-117.27071,214
33.28574,-117.27072,215
33.28632,-117.27071,216
33.28657,-117.27069,217
33.28667,-117.27068,218
33.28679,-117.27063,219
33.28825,-117.26988,220
33.28844,-117.26975,221
33.28859,-117.26959,222
33.28871,-117.26941,223
33.2888,-117.26925,224
33.289,-117.26879,225
33.2891,-117.26865,226
33.29006,-117.26786,227
33.29024,-117.26766,228
33.29041,-117.26743,229
33.29169,-117.26623,230
33.29239,-117.26557,231
33.29287,-117.26522,232
33.29311,-117.26513,233
33.29328,-117.26516,234
33.2935,-117.26526,235
33.29374,-117.26542,236
33.29421,-117.26575,237
33.29443,-117.26586,238
33.29464,-117.26587,239
33.29483,-117.26581,240
33.29579,-117.26537,241
33.29598,-117.26536,242
33.29611,-117.26544,243
33.2962,-117.26556,244
33.29644,-117.26593,245
33.29701,-117.26659,246
33.29714,-117.26668,247
33.29784,-117.26707,248
33.2985,-117.26745,249
33.29964,-117.26793,250
33.30008,-117.26815,251
33.30033,-117.26818,252
33.30056,-117.26813,253
