latitude,longitude,name
33.28126,-117.18672,543
33.28102,-117.18659,544
33.28077,-117.18651,545
33.2805,-117.18647,546
33.28016,-117.18648,547
33.27974,-117.18656,548
33.27941,-117.18668,549
33.2791,-117.18685,550
33.27885,-117.18702,551
33.27852,-117.18731,552
33.27825,-117.1875,553
33.27804,-117.18759,554
33.27785,-117.18765,555
33.27754,-117.18766,556
33.27736,-117.18763,557
33.27717,-117.18755,558
33.27695,-117.18741,559
33.27675,-117.18725,560
33.27655,-117.18699,561
33.27611,-117.18609,562
33.2759,-117.18578,563
33.27541,-117.18519,564
33.27525,-117.18502,565
33.275,-117.18486,566
33.27475,-117.18471,567
33.27448,-117.1845,568
33.27431,-117.18432,569
33.27399,-117.18383,570
33.27285,-117.18188,571
33.27274,-117.18162,572
33.2727,-117.18137,573
33.2727,-117.18108,574
33.27274,-117.18058,575
33.2724,-117.17871,576
33.27215,-117.17745,577
33.27208,-117.17694,578
33.27191,-117.17565,579
33.27184,-117.17538,580
33.27168,-117.17509,581
33.27132,-117.17473,582
33.27117,-117.17453,583
33.27107,-117.17429,584
33.27082,-117.17336,585
33.27071,-117.17307,586
33.27051,-117.17275,587
33.26996,-117.17203,588
33.26972,-117.1718,589
33.2695,-117.17165,590
33.26911,-117.17136,591
33.26896,-117.17121,592
33.26879,-117.17099,593
33.26866,-117.17074,594
33.2686,-117.17054,595
33.2685,-117.17032,596
33.26834,-117.1701,597
33.26813,-117.16989,598
33.26801,-117.16983,599
33.26772,-117.16971,600
33.26753,-117.16959,601
33.26737,-117.16938,602
33.26727,-117.16919,603
33.26717,-117.16897,604
33.26705,-117.16855,605
33.26696,-117.16822,606
33.26692,-117.16797,607
33.26692,-117.16761,608
33.26713,-117.1661,609
33.26717,-117.16559,610
33.26718,-117.16522,611
33.26714,-117.16473,612
33.26703,-117.16435,613
33.26672,-117.16382,614
33.26638,-117.16261,615
33.26634,-117.16226,616
33.26651,-117.16109,617
33.26665,-117.16031,618
33.2667,-117.15982,619
33.26669,-117.15921,620
33.2666,-117.1572,621
33.26656,-117.15709,622
33.2665,-117.15704,623
33.26454,-117.1569,624
33.26382,-117.15683,625
33.26345,-117.15676,626
33.26311,-117.15669,627
33.25877,-117.15515,628
33.25751,-117.15478,629
33.25491,-117.15432,630
33.25349,-117.15406,631
33.25293,-117.154,632
33.25249,-117.1539,633
33.25058,-117.15346,634
33.25046,-117.15322,635
33.25065,-117.15243,636
33.25097,-117.15072,637
33.25101,-117.15005,638
33.25098,-117.14954,639
33.25084,-117.1488,640
33.2507,-117.1484,641
33.25055,-117.14801,642
33.24989,-117.14676,643
33.24966,-117.1463,644
33.24956,-117.14598,645
33.24951,-117.14573,646
33.24949,-117.14542,647
33.24973,-117.14405,648
33.24993,-117.14199,649
33.24993,-117.1412,650
33.24986,-117.14076,651
33.2496,-117.13947,652
33.24954,-117.1391,653
33.24952,-117.1386,654
33.24963,-117.13776,655
33.25004,-117.13618,656
33.25031,-117.13556,657
33.25082,-117.13488,658
33.25116,-117.13439,659
33.25137,-117.134,660
33.25152,-117.13362,661
33.25163,-117.13322,662
33.25169,-117.13271,663
33.25165,-117.13201,664
33.25148,-117.13056,665
33.25142,-117.12924,666
33.25143,-117.12807,667
33.25158,-117.12609,668
33.2516,-117.12518,669
33.25151,-117.12397,670
33.25142,-117.12266,671
33.25147,-117.12126,672
33.25137,-117.11969,673
33.25133,-117.11896,674
33.25135,-117.11848,675
33.25143,-117.11813,676
33.25155,-117.11778,677
33.2517,-117.11747,678
33.25189,-117.11719,679
33.25208,-117.11699,680
33.25247,-117.1166,681
33.25266,-117.11634,682
33.2529,-117.11591,683
33.25336,-117.11455,684
33.25364,-117.11373,685
33.25381,-117.11336,686
33.25396,-117.11309,687
33.2541,-117.11292,688
33.25434,-117.11273,689
33.25461,-117.11255,690
33.25573,-117.11199,691
33.25593,-117.11185,692
33.25608,-117.11168,693
33.25616,-117.11149,694
33.2562,-117.11131,695
33.25619,-117.11111,696
33.25615,-117.11092,697
33.25608,-117.11078,698
33.25597,-117.11064,699
33.25584,-117.11054,700
33.25572,-117.11047,701
33.25559,-117.11044,702
33.25539,-117.11046,703
33.25472,-117.11061,704
33.25449,-117.11062,705
33.2543,-117.1106,706
33.25394,-117.1105,707
33.25363,-117.11041,708
33.2534,-117.11031,709
33.25325,-117.11022,710
33.25314,-117.11014,711
33.253,-117.11002,712
33.25285,-117.10986,713
33.25271,-117.10965,714
33.25258,-117.10942,715
33.2521,-117.10849,716
33.25202,-117.10827,717
33.25197,-117.108,718
33.25194,-117.10759,719
33.25199,-117.10611,720
33.25206,-117.10531,721
33.25218,-117.10474,722
33.25274,-117.10268,723
33.25284,-117.10221,724
33.25287,-117.10187,725
33.25289,-117.1014,726
33.25287,-117.10088,727
33.2528,-117.10042,728
33.25262,-117.09951,729
33.25255,-117.09896,730
33.25253,-117.09858,731
33.2526,-117.09812,732
33.25275,-117.09734,733
33.25316,-117.09548,734
33.25333,-117.09495,735
33.25406,-117.09273,736
33.25423,-117.09234,737
33.25443,-117.09201,738
33.25502,-117.0913,739
33.2554,-117.09083,740
33.25574,-117.09036,741
33.25593,-117.09002,742
33.25605,-117.08974,743
33.25613,-117.08949,744
33.25622,-117.08911,745
33.25625,-117.08882,746
33.25628,-117.08836,747
33.25627,-117.08554,748
33.25627,-117.08264,749
33.25626,-117.08034,750
33.25626,-117.07855,751
33.25628,-117.07812,752
33.25634,-117.07778,753
33.25643,-117.07748,754
33.2566,-117.07712,755
33.25697,-117.07654,756
33.2571,-117.07628,757
33.25721,-117.07594,758
33.25727,-117.07565,759
33.25725,-117.07518,760
33.25718,-117.07479,761
33.25704,-117.07445,762
33.25562,-117.07222,763
33.2555,-117.07195,764
33.2554,-117.0717,765
33.25531,-117.07127,766
33.25527,-117.07092,767
33.2553,-117.07052,768
33.25537,-117.07019,769
33.25561,-117.06968,770
33.25582,-117.06921,771
33.25594,-117.06882,772
33.25599,-117.06851,773
33.25597,-117.06811,774
33.25592,-117.06778,775
33.2558,-117.06745,776
33.25563,-117.06711,777
